,acerolas,apples,apricots,avocados,bananas,blackberries,blueberries,cantaloupes,cherries,coconuts,figs,grapefruits,grapes,guava,kiwifruit,lemons,limes,mangos,olives,oranges,passionfruit,peaches,pears,pineapples,plums,pomegranates,raspberries,strawberries,tomatoes,watermelons,accuracy,macro avg,weighted avg
f1-score,0.2,0.0,0.0,0.0,0.3478260869565217,0.3157894736842105,0.4,0.3333333333333333,0.16666666666666666,0.11764705882352942,0.10526315789473684,0.15384615384615385,0.0,0.125,0.15384615384615385,0.2857142857142857,0.42857142857142855,0.0,0.0,0.13333333333333333,0.0,0.16666666666666666,0.22222222222222224,0.15384615384615385,0.2352941176470588,0.0,0.3157894736842105,0.14285714285714288,0.0,0.25,0.16049382716049382,0.15845043031979364,0.16111434239873176
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.16049382716049382,243.0,243.0
precision,0.0,0.0,0.1,0.16666666666666666,0.42857142857142855,0.2222222222222222,0.25,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.18181818181818185,0.18181818181818185,0.2,0.125,0.0,0.0,0.3,0.0,0.25,0.08333333333333333,0.125,0.3333333333333333,0.4,0.0,0.29411764705882354,0.0,0.25,0.15637860082304528,0.1519515887162946,0.15851004075404948
recall,0.0,0.0,0.14285714285714285,0.16666666666666666,0.2727272727272727,0.2222222222222222,0.25,0.25,0.125,0.0,0.0,0.125,0.1,0.25,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,0.2857142857142857,0.125,0.1111111111111111,0.25,0.2857142857142857,0.0,0.4166666666666667,0.0,0.25,0.15637860082304528,0.1489983164983165,0.15637860082304528
f1-score,0.0,0.0,0.1176470588235294,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.25,0.25,0.14285714285714288,0.0,0.0,0.14285714285714288,0.0909090909090909,0.2105263157894737,0.2,0.16666666666666666,0.13333333333333333,0.0,0.0,0.3157894736842105,0.0,0.26666666666666666,0.1,0.1176470588235294,0.2857142857142857,0.3333333333333333,0.0,0.3448275862068966,0.0,0.25,0.15637860082304528,0.14803324592958414,0.15470693791077803
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,7.0,8.0,9.0,8.0,7.0,10.0,12.0,12.0,8.0,0.15637860082304528,243.0,243.0
precision,0.0,0.08333333333333333,0.1,0.125,0.0,0.36363636363636365,0.5714285714285714,0.0,0.2857142857142857,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2777777777777778,0.3333333333333333,0.2,0.2,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.3333333333333333,0.17647058823529413,0.3,0.0,0.06666666666666667,0.1646090534979424,0.15370462326344678,0.1568200593618168
recall,0.0,0.1,0.14285714285714285,0.16666666666666666,0.0,0.4444444444444444,0.5,0.0,0.25,0.16666666666666666,0.16666666666666666,0.125,0.1,0.625,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,0.375,0.0,0.2857142857142857,0.3,0.25,0.0,0.125,0.1646090534979424,0.16283068783068783,0.1646090534979424
f1-score,0.0,0.0909090909090909,0.11764705882352941,0.14285714285714288,0.0,0.39999999999999997,0.5333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.125,0.3846153846153846,0.26666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.15384615384615383,0.0,0.14285714285714285,0.0,0.2727272727272727,0.0,0.30769230769230765,0.22222222222222224,0.2727272727272727,0.0,0.08695652173913045,0.1646090534979424,0.15177969681166611,0.1540229121154889
support,6.0,10.0,7.0,6.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,9.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,10.0,12.0,12.0,8.0,0.1646090534979424,243.0,243.0
